0.45,0.02,,,,,,,
0.45,0.03,,,,,,,
0.45,0.04,,,,,,,
0.45,0.05,,,,,,,
0.45,0.06,,,,,,,
0.45,0.07,,,,,,,
0.45,0.08,,,,,,,
0.45,0.8667,,,,,,,
