"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
13793, 3.797451798530000e-01, 2.768993997650000e-02, 5.183009606733540e+05, -4.595774094834792e-01, -3.036597872570376e-04, -2.803759601154980e-04
13794, 3.801808806140000e-01, 2.809222653050000e-02, 5.198594984611052e+05, -4.536918350118984e-01, -2.752735100608050e-04, -2.551875377985152e-04
13795, 3.806147754170000e-01, 2.849608347650000e-02, 5.213720200470529e+05, -4.479800335375091e-01, -2.487698640106343e-04, -2.331842520495011e-04
13796, 3.810456316430000e-01, 2.890280028190000e-02, 5.227425198291463e+05, -4.428045552179013e-01, -2.251578781762540e-04, -2.141074707337082e-04
13797, 3.814733057750000e-01, 2.931247846560000e-02, 5.240626009910571e+05, -4.378194749407223e-01, -2.002205038890351e-04, -1.931716658248412e-04
13798, 3.818978480530000e-01, 2.972501409300000e-02, 5.253390164456835e+05, -4.329992913853911e-01, -1.739022725183773e-04, -1.699288381733295e-04
13799, 3.823198886960000e-01, 3.013971809910000e-02, 5.266261660821377e+05, -4.281385718693440e-01, -1.466917591294644e-04, -1.444186476177460e-04
13800, 3.827409339310000e-01, 3.055503565010000e-02, 5.278425588415755e+05, -4.235450546452973e-01, -1.184090842062201e-04, -1.165974999700960e-04
13801, 3.831624906920000e-01, 3.096942881650000e-02, 5.289263610663995e+05, -4.194522448611533e-01, -8.833766058882303e-05, -8.665420012278147e-05
13802, 3.835847115430000e-01, 3.138273329980000e-02, 5.298699406992117e+05, -4.158889637893507e-01, -5.677141754362540e-05, -5.559139884879436e-05
13803, 3.840065826500000e-01, 3.179597595470000e-02, 5.309473059009556e+05, -4.118204624172392e-01, -2.538875822018116e-05, -2.494098184011371e-05
13804, 3.844270533200000e-01, 3.221021886570000e-02, 5.317798734791117e+05, -4.086764010268947e-01, 4.603311334952552e-06, 4.559641085527234e-06
13805, 3.848450699770000e-01, 3.262650880110000e-02, 5.324262669453906e+05, -4.062353970848491e-01, 3.494154232931179e-05, 3.504323981203777e-05
13806, 3.852599264860000e-01, 3.304551611200000e-02, 5.330253463144997e+05, -4.039730674390810e-01, 6.633032142118264e-05, 6.746780606816864e-05
13807, 3.856716016400000e-01, 3.346721448070000e-02, 5.334851940698728e+05, -4.022365242310124e-01, 9.840687002537121e-05, 1.014971672911146e-04
13808, 3.860801535270000e-01, 3.389150096220000e-02, 5.338525791419727e+05, -4.008491519012655e-01, 1.308349483969065e-04, 1.367849657118438e-04
13809, 3.864856414630000e-01, 3.431827461900000e-02, 5.340803776965912e+05, -3.999889062477674e-01, 1.638416216912085e-04, 1.735167638637549e-04
13810, 3.868882517320000e-01, 3.474731881830000e-02, 5.341145356213362e+05, -3.998599141813181e-01, 1.983861298295970e-04, 2.123315272203700e-04
13811, 3.872887743550000e-01, 3.517786310770000e-02, 5.339199485064386e+05, -4.005947420211949e-01, 2.351010498562293e-04, 2.532440162385410e-04
13812, 3.876881852050000e-01, 3.560898390040000e-02, 5.335209614811245e+05, -4.021014541902140e-01, 2.737636555702925e-04, 2.954318090085985e-04
13813, 3.880874625040000e-01, 3.603976672380000e-02, 5.328587229418799e+05, -4.046022945749049e-01, 3.140317821970437e-04, 3.380272852528948e-04
13814, 3.884874997710000e-01, 3.646937494400000e-02, 5.319748076983198e+05, -4.079402624018159e-01, 3.525927664065860e-04, 3.779751167953889e-04
13815, 3.888880713540000e-01, 3.689800958190000e-02, 5.308735363665855e+05, -4.120990415390808e-01, 3.892890924470405e-04, 4.168139649172504e-04
