0.25,-0.05,,,,,,,
0.25,-0.04,,,,,,,
0.25,-0.03,,,,,,,
0.25,-0.02,,,,,,,
0.25,-0.01,,,,,,,
0.25,-5.20E-18,,,,,,,
0.25,0.01,,,,,,,
0.25,0.01667,,,,,,,
