0.28,-0.05
0.29,-0.050660432
0.3,-0.050450029
0.31,-0.049368789
0.32,-0.047416714
0.33,-0.044593804
0.34,-0.040900057
0.35,-0.036335475
0.36,-0.030900057
0.37,-0.024593804
0.38,-0.017416714
0.39,-0.009368789
0.4,-0.000450029
0.41,0.009339568
0.42,0.02
